txId,sourceId,destId,amount,type,step
TX_37cc49aeb1,C_87e8b883,C_035d16c2,2754.28,PAYMENT,94
TX_03b3d5bd02,C_346d619e,C_e8460b96,1193.7,PAYMENT,22
TX_c0078d6556,C_f92f1bac,C_09c68591,4703.52,CASH_OUT,24
TX_10665f16d5,C_c7b58fb0,C_3da7223c,634.84,CASH_OUT,2
TX_66d02dfe19,C_ee0801d5,C_d80bab42,1147.7,CASH_OUT,73
TX_c26c3d235c,C_1337eb39,C_98094300,1251.46,PAYMENT,71
TX_7549cf9e98,C_09c68591,C_37425e0a,3148.29,CASH_OUT,44
TX_c71410796b,C_d7883553,C_70ca70d3,10.62,PAYMENT,39
TX_002b86ba97,C_70ce4328,C_a42c11bd,1918.37,CASH_OUT,72
TX_bbca2dc29b,C_d5741eca,C_701f46d5,4461.96,PAYMENT,83
TX_c1581022e8,C_0402319c,C_3c8928b3,1173.33,CASH_OUT,36
TX_686b16275e,C_95ee24a1,C_c43bfdc7,804.02,PAYMENT,91
TX_7c72cf7f5f,C_6698107f,C_c8f23691,260.01,CASH_OUT,43
TX_3cfe1322fe,C_27553fb6,C_0a270d0b,4049.97,CASH_OUT,71
TX_f35eb95c88,C_3a6c44fa,C_3e93434a,606.37,CASH_IN,70
TX_0fae0e6df8,C_71393ad7,C_0f1f29dd,3144.52,PAYMENT,20
TX_d3a70ee0a6,C_880e23ad,C_8933c07a,4889.94,CASH_IN,70
TX_9613c26319,C_d70809a8,C_7d1b016e,3791.55,CASH_OUT,94
TX_fc4d75e671,C_1ee50180,C_7b339b2a,1253.59,CASH_IN,60
TX_ec0f0a17d7,C_6e006c93,C_9c9c86e3,1446.46,PAYMENT,86
TX_db3db47852,C_fd3f4296,C_346d619e,1055.41,PAYMENT,89
TX_6a4fa8114f,C_50cb8950,C_2b6197b4,716.8,TRANSFER,10
TX_a63ce87ad2,C_f24e035e,C_f86af422,2817.44,PAYMENT,70
TX_160053bd6d,C_72c3e4ed,C_95822092,1098.87,CASH_IN,15
TX_846fd7195e,C_80abfa9a,C_6ac340df,1381.96,CASH_OUT,29
TX_8f79bf369a,C_462c9611,C_bd099b77,3268.16,TRANSFER,77
TX_95bcfa6c1e,C_4bbbbdde,C_57161b2f,4718.26,CASH_IN,65
TX_361af9a29a,C_427fbe7c,C_f61399d8,2134.56,PAYMENT,86
TX_b28d92ae0a,C_08cf4a80,C_a650e3c1,4068.8,PAYMENT,55
TX_546eee9389,C_2505bf28,C_b49ce8fd,2084.99,PAYMENT,19
TX_026ab9af80,C_842626ea,C_e53aab4e,1066.33,CASH_OUT,84
TX_0fc8f070f5,C_1144c9e8,C_083c3cf4,1720.44,CASH_OUT,37
TX_b82a54e8d9,C_920a5bbc,C_2ce26e9f,3387.12,CASH_IN,99
TX_a05801fc1a,C_cd5e3d6b,C_87e8b883,2084.28,CASH_IN,63
TX_0e2c1f3bf8,C_dbdc102c,C_f9233004,4040.26,CASH_OUT,96
TX_9775310f39,C_f92f1bac,C_aa6c637a,1995.99,CASH_IN,21
TX_e9e8c2d369,C_06088fc9,C_d7bda9ae,112.99,CASH_OUT,19
TX_d5cb059db7,C_7f0c7bbb,C_384f3555,4816.94,PAYMENT,71
TX_d3ecfe1d6e,C_8a1d1ee1,C_3e294f3b,2776.51,CASH_IN,59
TX_7a0f852303,C_6480dd27,C_2744be31,4762.5,CASH_OUT,51
TX_68d772b004,C_b81a286a,C_ea991c22,897.42,CASH_IN,24
TX_6b32def787,C_0c3d83e3,C_3314b3ce,2980.51,CASH_OUT,50
TX_9c12d7fb25,C_4b29b490,C_7820d76b,1471.9,TRANSFER,21
TX_53b3781de6,C_304ee5f4,C_9db75acb,424.64,CASH_IN,28
TX_92db5b766d,C_2b7d6882,C_5e32de24,1684.37,TRANSFER,72
TX_af7f17f4f7,C_56296262,C_e7b01791,1629.38,TRANSFER,87
TX_e68de27897,C_bd099b77,C_78217998,2905.81,CASH_IN,86
TX_69f8289219,C_356e8b99,C_0d48fba6,2027.77,PAYMENT,1
TX_616705957b,C_9c5597f2,C_70960536,1940.24,CASH_OUT,10
TX_2b85b1f805,C_6c9af6ca,C_df444137,3214.83,CASH_OUT,93
TX_52d5f5ffc6,C_c2ca999b,C_76435b8a,4103.91,TRANSFER,88
TX_d7dd43fa5c,C_1f5ded0f,C_f56a63ff,94.05,TRANSFER,11
TX_1ae3c27fda,C_49d883b0,C_3fc263db,102.43,CASH_OUT,32
TX_a7e7cc6ab0,C_e948166a,C_6659e079,2463.18,CASH_OUT,33
TX_16360697e4,C_860e4185,C_74a2c284,19.54,PAYMENT,80
TX_d5f83c4061,C_b49ce8fd,C_11976b56,3133.79,CASH_OUT,30
TX_7e06cce4e0,C_58cce9a2,C_aaae8f87,3292.74,CASH_OUT,98
TX_7bb2fdc0e6,C_b7f832f2,C_3314b3ce,4936.01,CASH_OUT,19
TX_ba9d53aeca,C_8c4e3004,C_dc5080fd,4635.23,PAYMENT,32
TX_0864772133,C_ac8b03ec,C_a282c2a5,722.79,PAYMENT,61
TX_c9ddc30f66,C_358f8994,C_17eb1518,2344.96,CASH_IN,86
TX_3a47a8c427,C_e8460b96,C_e3046c20,3287.6,CASH_IN,74
TX_29445702f5,C_8c62b34f,C_802cec13,4870.09,CASH_IN,69
TX_dbcdf8fa36,C_d827482f,C_57161b2f,1313.47,CASH_IN,10
TX_8385726f60,C_b8f6c3ef,C_7fc97869,243.01,PAYMENT,61
TX_5f44bc3bc0,C_54f28ce4,C_88f080d5,173.46,TRANSFER,79
TX_7f9e46f721,C_78010ab3,C_e2db8820,1282.04,CASH_OUT,74
TX_501319423a,C_50e2f78d,C_6e57c986,828.85,PAYMENT,64
TX_e2c358fdfd,C_3e93434a,C_431cd29f,273.37,CASH_OUT,55
TX_5952407002,C_4d11f94b,C_150a6ae7,3830.3,TRANSFER,53
TX_618536290a,C_a70f57ec,C_5a65aca2,3774.07,PAYMENT,22
TX_1c5807e23b,C_cae3d16c,C_053aba1b,619.2,CASH_OUT,92
TX_25c3fd5a22,C_b05e522d,C_839e8f98,1375.79,PAYMENT,10
TX_9450b78274,C_ef4c6ae5,C_1826fd2b,2982.81,TRANSFER,90
TX_30074e1b39,C_a650e3c1,C_70b4f137,2469.02,CASH_IN,7
TX_3a901ceb65,C_fcf6c802,C_5e7c7fb3,968.21,TRANSFER,91
TX_39b4f41e6d,C_3a8775d9,C_4d0c3614,1656.18,CASH_IN,82
TX_3c93bee535,C_0fc3e2cc,C_b7fccc3d,548.17,TRANSFER,62
TX_471c181fef,C_fe4d6b01,C_bcec6dc3,2806.64,CASH_OUT,95
TX_0eee1f70a6,C_c8f23691,C_b09054bd,1837.37,CASH_OUT,65
TX_65914f8adc,C_03fd1c8a,C_74b79f2e,2105.32,CASH_OUT,38
TX_25b79e1b50,C_ba185f47,C_603a79c2,1110.79,CASH_OUT,44
TX_9367f3b4dc,C_73a2a7ed,C_03fd1c8a,3179.29,CASH_IN,12
TX_d3a86a7914,C_a18df475,C_7720d8f0,2711.57,TRANSFER,2
TX_818bc7bc4c,C_5977bee2,C_fc811f4b,1947.51,CASH_OUT,67
TX_5484b07bc6,C_36642328,C_828f2869,738.56,CASH_OUT,11
TX_39a102688e,C_e08821f8,C_03831c29,4848.83,PAYMENT,60
TX_83c96bec5e,C_5d81900e,C_d7f6f903,3708.19,CASH_IN,21
TX_af7de7c8a1,C_e1537cc1,C_95bc37c5,4451.48,CASH_OUT,83
TX_9292ac0847,C_e215b454,C_29daba6a,4759.21,CASH_IN,1
TX_696fa260f5,C_07a966dc,C_b9844c2d,3242.51,PAYMENT,75
TX_4ead946b88,C_ba70f187,C_b81a286a,807.85,CASH_OUT,81
TX_7fb2f1b022,C_92cde6fa,C_5435ff82,1076.85,TRANSFER,11
TX_da1315e98e,C_d446781b,C_c643f723,4115.25,TRANSFER,38
TX_58a1065b26,C_18c637fa,C_82a98fc8,365.46,TRANSFER,37
TX_763f0ce828,C_09c68591,C_03ed84d2,3234.1,PAYMENT,60
TX_fbbd8a8f75,C_30f117ed,C_37763170,321.85,CASH_IN,8
TX_783f2662f8,C_530fa369,C_39aa8ff5,1977.6,CASH_OUT,43
TX_28db5dea0a,C_ee7aa523,C_544b20b6,1988.28,PAYMENT,98
TX_5ad7f14c79,C_e1e12f96,C_b9844c2d,850.82,PAYMENT,18
TX_a9db18fa76,C_5e05b20b,C_b49ce8fd,909.78,TRANSFER,48
TX_8d66e30415,C_b7fccc3d,C_34d5dcbc,3131.35,CASH_IN,78
TX_2cf0f38b91,C_54bff61b,C_1e34a9f0,3521.75,PAYMENT,22
TX_66b13cf109,C_7c87467e,C_fc24d26f,2442.1,PAYMENT,97
TX_b749db177f,C_78010ab3,C_742974cb,728.59,CASH_IN,71
TX_0396024d9e,C_22a54870,C_2d5db98c,3506.27,PAYMENT,32
TX_e7c3caa471,C_ab566af3,C_5d81900e,631.21,TRANSFER,18
TX_60d6269b34,C_2084c40f,C_6e006c93,671.89,CASH_OUT,70
TX_edbf251d1d,C_c1b99667,C_8b343ffb,2136.3,CASH_IN,77
TX_d85d5beb0b,C_a4b72203,C_48d10de2,1499.8,CASH_OUT,63
TX_0879fe5ba0,C_b4a4b115,C_7b339b2a,4381.65,CASH_IN,67
TX_afc76c058d,C_ec1edc91,C_e08821f8,4041.34,TRANSFER,78
TX_a8ce09383c,C_65bee92c,C_a6bb53b9,1123.36,PAYMENT,83
TX_18797d715d,C_21d85c33,C_3ff3fa2f,11.29,PAYMENT,2
TX_c1fd2abaf0,C_82ac2902,C_f4f20e72,305.95,PAYMENT,24
TX_2eac8c2e99,C_06088fc9,C_742974cb,3644.27,CASH_IN,6
TX_672aa252ad,C_794b6026,C_991d75ef,357.75,CASH_OUT,67
TX_cebabd6168,C_edfe72b6,C_6a3b4892,3304.04,TRANSFER,84
TX_686712b8d9,C_173abe44,C_395bedfc,2039.53,CASH_OUT,29
TX_eb351539ba,C_dae7b9bc,C_334cb8db,4247.56,TRANSFER,60
TX_3c94a4180a,C_5ffd9944,C_4b67b3eb,3915.22,CASH_IN,92
TX_8fe425edf0,C_2f3b1ea2,C_68f32263,1255.0,TRANSFER,60
TX_fd45b970e4,C_7e3ef150,C_7f0c7bbb,4724.61,CASH_OUT,56
TX_6e304772f6,C_1cb91cdc,C_8c3d547a,4456.76,TRANSFER,86
TX_eeb38853d2,C_e53aab4e,C_187fb1e6,3642.13,CASH_IN,11
TX_da6ce4dae1,C_053aba1b,C_8fe6bc5e,1399.08,PAYMENT,53
TX_93df8cc979,C_56eb1d3f,C_8c1bb4a5,4378.81,TRANSFER,50
TX_6a42891949,C_9340e40b,C_150a6ae7,1813.3,PAYMENT,89
TX_f03107831e,C_dbdc102c,C_bf4a8598,4635.22,CASH_IN,34
TX_31acd0ce4b,C_9332de80,C_18dbdbf0,1282.84,CASH_IN,98
TX_a2179de8c2,C_2744be31,C_129195ba,2260.93,CASH_OUT,30
TX_fc3aff2a56,C_8525d429,C_36f70a04,762.83,CASH_IN,2
TX_7786de9bba,C_0c368b77,C_e948166a,3182.67,TRANSFER,40
TX_5f9647e1b6,C_50656237,C_c664a89e,861.86,CASH_IN,38
TX_f95ee43ca4,C_52630667,C_9c9c86e3,1325.66,TRANSFER,21
TX_1df80e95a5,C_431cd29f,C_ee0801d5,2597.03,CASH_OUT,83
TX_66513cf691,C_ed7742d6,C_a288a6db,3952.12,TRANSFER,17
TX_730f675cc4,C_cc53654b,C_075cadf6,1178.5,TRANSFER,68
TX_be38fea936,C_a7f1cebf,C_fdd7b0c4,2083.65,CASH_IN,78
TX_bb0ff93eb4,C_712ff17b,C_7af979f8,1719.15,CASH_OUT,89
TX_72c56195aa,C_9c5597f2,C_5b114358,947.34,CASH_IN,11
TX_ea5a3066bb,C_2b7d6882,C_930b56b9,1537.1,CASH_IN,69
TX_51967789f8,C_8fb74fa5,C_8db04581,470.77,TRANSFER,5
TX_c37c5ce829,C_431ddb19,C_08cf4a80,167.61,PAYMENT,67
TX_7e0d649843,C_6f01344c,C_3b063ddd,3181.61,CASH_OUT,1
TX_1469952728,C_8df9b134,C_1337eb39,4890.82,TRANSFER,30
TX_49dbbc08d4,C_2bd77cb1,C_62c082ff,3122.77,CASH_IN,96
TX_74bb627189,C_842626ea,C_fdd7b0c4,2516.18,CASH_OUT,66
TX_a3297ed5bc,C_9db75acb,C_c436f07d,211.68,PAYMENT,79
TX_daef15ffd7,C_13772323,C_0fc3e2cc,4414.59,CASH_OUT,5
TX_7675c7cbd1,C_7b36268e,C_d9ccf542,3201.82,TRANSFER,54
TX_cf8e79dab9,C_eabc1f92,C_25f7c466,2141.9,CASH_IN,19
TX_5a358f4e3a,C_a2a0fc94,C_0402319c,4676.82,CASH_IN,21
TX_518cf3bee6,C_c612d234,C_3d929ceb,522.95,PAYMENT,25
TX_e078f4b9c5,C_9fc6019c,C_88f080d5,3182.65,PAYMENT,58
TX_b22cb846a3,C_a3fb369f,C_661edb3e,1389.32,CASH_IN,31
TX_5c32e717c9,C_cdd30da9,C_68842084,2270.06,CASH_IN,92
TX_2eee9cad18,C_942358cb,C_f40d19b1,870.22,CASH_IN,84
TX_f50c939de4,C_752510d9,C_0bd74d1e,1824.23,PAYMENT,90
TX_a69a0e55a2,C_6877cd64,C_5a7f3016,248.44,PAYMENT,88
TX_517d4639aa,C_730b924c,C_8f39927a,3432.92,TRANSFER,45
TX_b51403ce9a,C_d9ccf542,C_90b658a2,1597.75,CASH_IN,45
TX_8907ed5422,C_a4554f1a,C_3e294f3b,2052.93,CASH_IN,4
TX_b8ad32681b,C_72c707c7,C_0fe06e3e,4991.69,TRANSFER,83
TX_7da6984f5d,C_dbdc102c,C_e40a9a0a,1271.62,CASH_IN,72
TX_d4f0c84e23,C_d54b4290,C_ffad4864,3359.13,CASH_IN,47
TX_eb1438a006,C_ae38024b,C_ac8b03ec,2307.38,CASH_IN,8
TX_99d762f878,C_50656237,C_3af5ec84,4327.33,TRANSFER,90
TX_68332814f4,C_d47694db,C_79b01d87,4227.43,PAYMENT,10
TX_3e4d249cc5,C_c9645ede,C_847a02fa,4878.12,CASH_IN,21
TX_eb37f6fa25,C_3e294f3b,C_187fb1e6,3350.73,TRANSFER,83
TX_b12ac997a0,C_762e8fef,C_e98908d6,3213.75,TRANSFER,61
TX_b4c38e6a23,C_1d0a8ac6,C_62c082ff,1508.84,PAYMENT,30
TX_2bd371498d,C_1748e4ee,C_b2ae1cc1,422.21,CASH_OUT,82
TX_9da3213ce6,C_17580584,C_00dfa077,1938.17,TRANSFER,21
TX_3a45aea937,C_5e32de24,C_1e13c374,3803.57,PAYMENT,50
TX_fba4229d07,C_4bbbbdde,C_a6491380,3825.54,PAYMENT,17
TX_afd306d7d9,C_921c95dc,C_f3b4d007,3349.5,TRANSFER,6
TX_ecee0656c0,C_daaaf78e,C_d9639232,2331.81,CASH_OUT,84
TX_143eb5a54c,C_b2ae1cc1,C_da6288a3,4174.26,CASH_IN,14
TX_15a79367bf,C_3da7223c,C_5a65aca2,2558.45,CASH_IN,40
TX_9416fc30cb,C_91f4d7ad,C_e5197c71,267.8,CASH_IN,59
TX_adeae390a5,C_2505bf28,C_1337eb39,2055.94,PAYMENT,23
TX_d6614d762d,C_31d48c1d,C_f56a63ff,760.5,CASH_IN,73
TX_10a9ee86ff,C_ccfd17df,C_a007546f,600.29,CASH_IN,38
TX_6a4b39487d,C_3464e49a,C_58e5d237,796.58,TRANSFER,32
TX_66aabb4267,C_7339ec04,C_3c90af19,4117.8,PAYMENT,1
TX_607811ce34,C_00fdf431,C_aa64af6d,4861.84,TRANSFER,29
TX_15af3afd68,C_dd697326,C_6029823a,3626.6,CASH_IN,50
TX_fbce7c8c71,C_4d0c3614,C_2c0f702f,559.86,PAYMENT,18
TX_e32db8a648,C_276cb553,C_961bffe8,2993.69,CASH_IN,61
TX_a4c0ab2856,C_e2f2e00b,C_8c3d547a,2776.29,CASH_OUT,93
TX_a0301605e6,C_bb9dbbd1,C_b83e0786,826.12,CASH_IN,32
TX_1985493135,C_6f807fe2,C_58436754,2827.64,TRANSFER,30
TX_8d52674af1,C_1a173c28,C_c643f723,22.77,CASH_IN,65
TX_5d88144c21,C_58e5d237,C_ff019920,4833.77,TRANSFER,31
TX_86bf4192e7,C_249018db,C_2c2c5a0b,1495.36,CASH_OUT,30
TX_2ad7957020,C_1a173c28,C_09c68591,1618.02,TRANSFER,72
TX_75986ec641,C_1420384c,C_320dee33,647.57,PAYMENT,27
TX_9589c3db62,C_e2db8820,C_932ec1d2,2137.42,PAYMENT,31
TX_501e5c4cd9,C_2add0024,C_d446781b,2240.09,CASH_IN,37
TX_9386a9f81d,C_cf936a5f,C_8b601c91,3041.46,TRANSFER,98
TX_a0a482bd39,C_6f01344c,C_b70cc7c5,1151.33,CASH_IN,89
TX_aed79215d1,C_aa147588,C_035d16c2,12.56,CASH_OUT,95
TX_00170150cb,C_8817af65,C_8c5bd17e,3184.9,CASH_IN,60
TX_c41c2e6f0c,C_8faf2e54,C_ad13aff7,4001.96,PAYMENT,97
TX_8895099ec1,C_0d48fba6,C_3da7223c,563.15,PAYMENT,73
TX_6824bbf2c3,C_920a8ff5,C_acc2b5dc,4145.74,CASH_IN,75
TX_f86425cb3c,C_a9705aee,C_ee0801d5,719.67,TRANSFER,8
TX_00569b4636,C_aa147588,C_8f437eec,1776.31,PAYMENT,21
TX_f6ed5a876f,C_702f53ae,C_1a51069d,4109.24,PAYMENT,68
TX_de48c3e779,C_fdd7b0c4,C_4d7f036c,3731.67,PAYMENT,27
TX_98d8f13cec,C_d5779a60,C_707c4b72,2007.19,PAYMENT,72
TX_4a89f3be62,C_d40718c2,C_95e7a9bd,2225.92,CASH_IN,74
TX_aa101c372f,C_918e5524,C_6698107f,487.27,PAYMENT,74
TX_b172d68e0b,C_07a966dc,C_f2db28f4,4084.6,CASH_IN,43
TX_868ca57daa,C_722d588b,C_89bce055,4443.24,PAYMENT,1
TX_f4019c865d,C_74da3654,C_276cb553,1889.44,CASH_IN,57
TX_c6d788d0a5,C_58e5d237,C_f40d19b1,1031.09,PAYMENT,94
TX_f9d889cfe8,C_47997d0f,C_25b937ea,4011.54,CASH_IN,87
TX_d76d496719,C_d70809a8,C_5435ff82,2945.21,PAYMENT,20
TX_bbdcc627e2,C_467795ae,C_4aecc470,4024.59,CASH_IN,45
TX_a3a525af0f,C_427fbe7c,C_8b429a7a,3830.46,PAYMENT,4
TX_664d193a75,C_eb71a165,C_9c5597f2,4035.71,CASH_OUT,52
TX_ef47b734b7,C_013e1ae0,C_7db4eefa,4701.02,TRANSFER,81
TX_72cd406e3b,C_d7f88438,C_ee7aa523,883.32,CASH_IN,21
TX_9fd76f4c34,C_7edba194,C_21d1a8f5,287.82,PAYMENT,41
TX_af8d11ca3b,C_60f2f498,C_5977bee2,4800.66,CASH_IN,54
TX_bf050ccfb4,C_458ceca1,C_6e28f2f9,3442.29,PAYMENT,8
TX_842019ba67,C_794b6026,C_953d6016,1773.12,CASH_IN,40
TX_f6da750b8b,C_a2cd1316,C_5598b66f,4469.36,CASH_IN,26
TX_c2297bab85,C_1337eb39,C_f42804e5,1987.4,CASH_IN,72
TX_a360eb217b,C_953d6016,C_b51cb849,1555.9,PAYMENT,35
TX_b834fba8ac,C_50870ae3,C_37763170,1736.5,PAYMENT,85
TX_36076b4057,C_20d06e78,C_3d929ceb,4353.08,CASH_OUT,15
TX_b690176466,C_df3d5a18,C_1ff9ad48,4752.66,PAYMENT,66
TX_a4a2251d9e,C_03831c29,C_edfe72b6,3843.89,PAYMENT,59
TX_0632dcee9f,C_771318d7,C_b7fccc3d,3622.02,PAYMENT,84
TX_73e4f03532,C_942358cb,C_aa147588,2065.63,TRANSFER,9
TX_c9ee7d963d,C_30f117ed,C_3af5ec84,4422.46,PAYMENT,59
TX_e171d5e131,C_9b528a2f,C_3464e49a,1953.63,CASH_OUT,27
TX_a9d0bd3446,C_dfcca004,C_f4f20e72,3572.0,CASH_OUT,10
TX_156434997a,C_03831c29,C_3703dc9c,1234.31,TRANSFER,57
TX_543bb33310,C_e607780e,C_89d156bb,2708.07,PAYMENT,15
TX_dacfc148b1,C_3d2ebd12,C_2536cbf6,3250.08,PAYMENT,81
TX_18e7e0a7c6,C_acc2b5dc,C_1a21f11e,610.64,CASH_IN,33
TX_7485491e45,C_cc53654b,C_3f60dbf5,1298.78,CASH_IN,66
TX_a6b5fd99ac,C_72c707c7,C_3f386bba,3026.23,CASH_IN,58
TX_e8415abcc1,C_4d7f036c,C_ca32e309,306.88,PAYMENT,63
TX_edbc5ec9fc,C_9913ee88,C_f5cff6c9,4577.9,PAYMENT,35
TX_b4abf313a8,C_1dd38395,C_4bf71b3c,203.69,PAYMENT,85
TX_8085259a8e,C_9114b27d,C_8771ed1d,4728.84,CASH_OUT,42
TX_b8d570ab1c,C_90b658a2,C_2115df51,3712.68,PAYMENT,17
TX_1c3312cc31,C_74a2c284,C_94f90166,843.81,TRANSFER,68
TX_aec10ac715,C_aa64af6d,C_4314b669,3399.7,CASH_IN,89
TX_247bfd9411,C_b0ef1404,C_c9645ede,775.94,CASH_OUT,16
TX_0a77058648,C_842626ea,C_2944c37e,4555.16,CASH_OUT,12
TX_4b29899006,C_b9844c2d,C_522858e0,149.37,TRANSFER,31
TX_1ed7fc9c9f,C_50656237,C_a70f57ec,1361.36,CASH_IN,24
TX_57b644d5bd,C_d1a7d42c,C_b9844c2d,4563.39,CASH_OUT,98
TX_5828b3af09,C_3d73be75,C_7010274c,2752.38,CASH_OUT,56
TX_c1fcf93453,C_e497ce8c,C_4305553e,1719.28,TRANSFER,47
TX_5abb51804c,C_ba1c41f1,C_7010274c,2534.21,CASH_IN,35
TX_46d4da5dd4,C_8ff05c2c,C_b7fccc3d,3580.61,TRANSFER,6
TX_105402cbf8,C_cdd30da9,C_6c5037d8,4728.24,CASH_IN,50
TX_54309e90fc,C_e8460b96,C_2624e4cf,1126.53,PAYMENT,85
TX_6f1b9d7dbc,C_b8f8747d,C_3f60dbf5,4599.94,CASH_OUT,54
TX_fee63e18ec,C_d975593f,C_ba4b548d,600.25,PAYMENT,97
TX_0159c3bcf9,C_a2cd1316,C_f3ed2193,29.86,PAYMENT,96
TX_36ff0a7b3c,C_4c2b0095,C_88199b03,3737.25,PAYMENT,20
TX_1e63145f81,C_4ee90d13,C_d975593f,3043.45,CASH_OUT,12
TX_18db691ea1,C_6ea2c83c,C_25b937ea,1530.09,CASH_IN,28
TX_792346245c,C_34d5dcbc,C_50cb8950,2990.16,CASH_OUT,91
TX_fcf1990f69,C_d1f67759,C_47997d0f,4647.34,CASH_OUT,42
TX_ec2b88eb3f,C_cce223a1,C_a0db2578,2510.94,CASH_IN,13
TX_587a297ad9,C_e2f2e00b,C_ffad4864,1393.89,CASH_OUT,100
TX_c24408678d,C_f86af422,C_a4bf9c77,3617.07,CASH_IN,86
TX_c5fd15e98d,C_80cebb77,C_8b429a7a,2992.63,CASH_OUT,70
TX_7208c2dd6e,C_39a94332,C_df3d5a18,4893.86,CASH_IN,46
TX_2b8fd708cb,C_dbef8c2d,C_8c2139ba,2699.17,CASH_IN,18
TX_512952389a,C_9a2fb700,C_91f4d7ad,2042.41,TRANSFER,14
TX_958a985adf,C_72c3e4ed,C_94f90166,1880.16,CASH_OUT,21
TX_41f16cb08c,C_1420384c,C_a8e78bea,3079.79,TRANSFER,9
TX_4abc332e03,C_b364d3d6,C_5a7f3016,1455.98,TRANSFER,97
TX_17554c129a,C_53e4c27c,C_173abe44,3091.62,PAYMENT,64
TX_26972b16fd,C_c436f07d,C_832d8af1,4819.5,TRANSFER,60
TX_8b3e4575d3,C_9e44afec,C_a8e78bea,4602.74,CASH_OUT,23
TX_bc43fb057a,C_f4c41384,C_a3fee1d2,117.17,CASH_IN,83
TX_eb5d5f5165,C_64b7784f,C_704cf183,3561.59,PAYMENT,14
TX_04be713a3e,C_72c707c7,C_f1862f6b,2434.72,CASH_IN,84
TX_a847dde53d,C_5a7f3016,C_ffad4864,1824.48,CASH_IN,34
TX_fabf16d720,C_1f421665,C_0a211a06,959.74,TRANSFER,55
TX_26c1500c7b,C_0c368b77,C_8b343ffb,2270.5,TRANSFER,33
TX_1011863820,C_7b27ed69,C_21d1a8f5,1696.92,TRANSFER,28
TX_367a1052a2,C_988253c7,C_25b937ea,2226.11,CASH_OUT,33
TX_2d08368a74,C_617cd154,C_c9645ede,4515.7,TRANSFER,36
TX_2efa02873e,C_e08821f8,C_961bffe8,3459.69,PAYMENT,21
TX_035ff65551,C_542f0536,C_3f60dbf5,2009.43,CASH_OUT,45
TX_3bad08cc9b,C_74da3654,C_c612d234,2835.41,TRANSFER,32
TX_9dd54b0898,C_d4a71bce,C_527e51ce,3063.96,PAYMENT,100
TX_5fa150024d,C_4b29b490,C_fd88934d,4123.69,CASH_OUT,2
TX_28ea6664e4,C_dde9de6a,C_b8e80866,907.39,PAYMENT,80
TX_09a6428b34,C_b7f832f2,C_355a2b4a,2260.79,CASH_IN,18
TX_bec06532a2,C_395bedfc,C_8f437eec,915.05,CASH_IN,83
TX_954e64ae76,C_ab0b1d88,C_6f01344c,4921.63,TRANSFER,64
TX_5c3f26920c,C_e1537cc1,C_2084c40f,1481.31,TRANSFER,12
TX_409eb928dc,C_3252c40a,C_4f5b7db7,1859.17,PAYMENT,14
TX_c34519de36,C_701f46d5,C_bd5214a8,3993.27,PAYMENT,11
TX_93d46592db,C_c1e3f481,C_ba64eefa,1753.58,TRANSFER,40
TX_641a2f2721,C_e4935c36,C_a288a6db,4274.97,CASH_IN,59
TX_64b1d24201,C_50f0dc40,C_304ee5f4,688.27,PAYMENT,44
TX_503ff0085b,C_a90ea5fd,C_346d619e,269.5,TRANSFER,88
TX_b47d591e2e,C_79d29626,C_3fc263db,3001.36,TRANSFER,91
TX_8f59f120dc,C_701f46d5,C_3c90af19,2150.78,CASH_OUT,88
TX_1eb9e5960d,C_0402319c,C_02c4a654,4355.27,CASH_IN,61
TX_ad40dcc4a4,C_7c87467e,C_4384a401,4418.06,PAYMENT,82
TX_e5e35edc36,C_f7b9ae44,C_56296262,1953.76,CASH_IN,46
TX_6a1c5072f8,C_5435ff82,C_dd697326,1483.12,CASH_IN,37
TX_96a5d59696,C_8c3d547a,C_8dd0d6fb,33.21,CASH_OUT,56
TX_5e5a34fc7e,C_358f8994,C_3f386bba,3578.17,TRANSFER,37
TX_a158e1e47f,C_3da7223c,C_3de2bcdf,429.77,TRANSFER,13
TX_2a6501f0bf,C_c588474c,C_83f0617e,4672.15,PAYMENT,86
TX_472c181762,C_28dc7d8d,C_5ba3df22,3717.55,TRANSFER,39
TX_a59c07aa4f,C_ed715242,C_bde378ca,3174.68,CASH_IN,45
TX_a572fbecab,C_e0456c99,C_ff104de4,4832.09,CASH_IN,23
TX_bf6518d23b,C_862cc763,C_9332de80,1389.4,CASH_OUT,24
TX_254c946da0,C_4a885526,C_2624e4cf,993.97,PAYMENT,31
TX_df63c34e22,C_c1808a21,C_5e077d89,4433.84,TRANSFER,83
TX_b6d1f3d865,C_f56a63ff,C_24635d7d,4053.84,PAYMENT,5
TX_8b980fc9ad,C_00b3b306,C_c9d21a55,1799.89,CASH_IN,46
TX_48da49de1f,C_d5f1fe3d,C_cd13f9e9,465.7,CASH_IN,53
TX_aad32d3e47,C_932ec1d2,C_866c5513,2511.03,PAYMENT,36
TX_98a930f2fd,C_d80bab42,C_2744be31,2355.42,CASH_OUT,77
TX_885a4a8fd3,C_3a8775d9,C_6a3b4892,807.46,CASH_OUT,72
TX_11b544d6de,C_04f4de64,C_4442d08c,4136.3,CASH_OUT,34
TX_42347872c5,C_a6bb53b9,C_e2f2e00b,2656.64,TRANSFER,86
